37.72333333	11.8	12.50333333
64.48	13.10666667	17.52333333
50.83333333	-4.506666667	-20.06666667
42.46	-10.83666667	21.24666667
55.78	6.773333333	-23.08
70.88	-30.71	3.053333333
60.1	34.79	53.48666667
42.91666667	7.726666667	-40.49333333
49.16	42.01	13.05333333
31.82	18.20666667	-20.58333333
70.28333333	-19.55333333	57.78333333
68.64666667	20.64666667	64.51666667
31.08	10.34	-43.65666667
54.77333333	-34.03333333	34.42333333
40.43666667	44.93333333	24.28
79.19333333	5.173333333	78.63
50.64333333	42.62666667	-16.87666667
53.26333333	-28.80666667	-22.23666667
95.34	-0.576666667	2.68
80.52	-0.476666667	0.163333333
65.63666667	0.13	-0.693333333
50.13666667	-0.04	0.093333333
35.85333333	-0.26	-1.153333333
21.03	-0.053333333	-0.653333333
